,NAME_CONTRACT_TYPE,NAME_TYPE_SUITE,ORGANIZATION_TYPE,DAYS_EMPLOYED,OWN_CAR_AGE
2947,Cash loans,"Spouse, partner",Medicine,-2309,3.0
2948,Revolving loans,Unaccompanied,Government,-797,
2949,Cash loans,Family,Self-employed,-570,
2950,Cash loans,Unaccompanied,Business Entity Type 3,-780,
2951,Cash loans,Unaccompanied,XNA,365243,2.0
2952,Cash loans,Unaccompanied,Construction,-741,8.0
2953,Cash loans,"Spouse, partner",Construction,-405,9.0
2954,Cash loans,Unaccompanied,Business Entity Type 3,-2826,22.0
2955,Cash loans,Unaccompanied,Restaurant,-874,
2956,Revolving loans,Family,Trade: type 7,-583,
2957,Cash loans,Family,Business Entity Type 3,-1622,8.0
2958,Cash loans,Family,Construction,-1269,
2959,Cash loans,Unaccompanied,XNA,365243,
2960,Cash loans,Unaccompanied,XNA,365243,4.0
2961,Cash loans,Unaccompanied,Industry: type 3,-738,7.0
2962,Cash loans,Unaccompanied,Business Entity Type 3,-284,
2963,Cash loans,Unaccompanied,Self-employed,-8643,
2964,Cash loans,Unaccompanied,Industry: type 2,-1370,
2965,Cash loans,Unaccompanied,Business Entity Type 3,-168,18.0
2966,Cash loans,Unaccompanied,Self-employed,-2579,
2967,Cash loans,Unaccompanied,XNA,365243,
2968,Cash loans,Family,Medicine,-2660,
2969,Cash loans,Family,Industry: type 11,-1512,
2970,Cash loans,Unaccompanied,Business Entity Type 3,-2341,
2971,Cash loans,Unaccompanied,XNA,365243,
2972,Revolving loans,Unaccompanied,XNA,365243,25.0
2973,Revolving loans,Unaccompanied,Business Entity Type 3,-1144,
2974,Cash loans,Family,Business Entity Type 3,-5556,
2975,Cash loans,Unaccompanied,Business Entity Type 3,-369,17.0
2976,Cash loans,Unaccompanied,Construction,-3644,
2977,Cash loans,Unaccompanied,Industry: type 3,-971,
2978,Cash loans,Unaccompanied,Business Entity Type 3,-818,
2979,Revolving loans,Unaccompanied,Other,-1065,
2980,Cash loans,Unaccompanied,Business Entity Type 3,-283,3.0
2981,Cash loans,Unaccompanied,Self-employed,-1598,
2982,Cash loans,Family,Business Entity Type 1,-485,7.0
2983,Cash loans,Unaccompanied,Trade: type 7,-1198,
2984,Cash loans,Unaccompanied,XNA,365243,
2985,Cash loans,Unaccompanied,Other,-3044,11.0
2986,Cash loans,Unaccompanied,Business Entity Type 3,-916,16.0
2987,Cash loans,Unaccompanied,Transport: type 4,-3681,12.0
2988,Cash loans,Unaccompanied,Business Entity Type 3,-389,
2989,Cash loans,Other_B,Postal,-12473,
2990,Cash loans,Unaccompanied,Business Entity Type 3,-1575,5.0
2991,Cash loans,Unaccompanied,Industry: type 1,-4055,
2992,Cash loans,Unaccompanied,XNA,365243,
2993,Cash loans,Unaccompanied,Medicine,-2118,
2994,Cash loans,Unaccompanied,Security,-694,
2995,Cash loans,Unaccompanied,Police,-761,9.0
2996,Cash loans,Family,Transport: type 3,-979,9.0
2997,Cash loans,Unaccompanied,Self-employed,-128,
2998,Cash loans,Unaccompanied,Self-employed,-5460,
2999,Cash loans,Unaccompanied,Business Entity Type 3,-1549,
3000,Cash loans,Unaccompanied,XNA,365243,2.0
3001,Cash loans,Unaccompanied,Self-employed,-292,
3002,Cash loans,Unaccompanied,Business Entity Type 3,-1188,10.0
3003,Cash loans,Unaccompanied,Transport: type 2,-5326,
3004,Cash loans,Family,XNA,365243,
3005,Cash loans,"Spouse, partner",Kindergarten,-1753,19.0
3006,Cash loans,Unaccompanied,Business Entity Type 3,-1518,6.0
3007,Revolving loans,Unaccompanied,Self-employed,-772,
3008,Cash loans,Unaccompanied,Self-employed,-2180,
3009,Cash loans,Unaccompanied,XNA,365243,
3010,Cash loans,Unaccompanied,School,-5190,
3011,Cash loans,Family,Business Entity Type 1,-2404,1.0
3012,Cash loans,,Other,-2798,6.0
3013,Cash loans,Unaccompanied,XNA,365243,
3014,Cash loans,Unaccompanied,Business Entity Type 3,-2065,
3015,Cash loans,Unaccompanied,Police,-2213,
3016,Cash loans,Unaccompanied,Self-employed,-2994,21.0
3017,Cash loans,Unaccompanied,Other,-5322,
3018,Cash loans,Unaccompanied,Business Entity Type 2,-1974,
3019,Cash loans,Unaccompanied,Government,-2003,
3020,Cash loans,Unaccompanied,School,-1024,15.0
3021,Cash loans,"Spouse, partner",Other,-7274,
3022,Revolving loans,Unaccompanied,Other,-1601,23.0
3023,Cash loans,Family,Self-employed,-374,
3024,Cash loans,Unaccompanied,Self-employed,-3302,
3025,Cash loans,Unaccompanied,Trade: type 7,-3144,
3026,Cash loans,Unaccompanied,Business Entity Type 3,-1285,
3027,Cash loans,Family,Trade: type 1,-1517,
3028,Cash loans,Unaccompanied,XNA,365243,
3029,Cash loans,Unaccompanied,Trade: type 7,-6740,11.0
3030,Cash loans,Unaccompanied,Other,-3294,
3031,Cash loans,Family,Self-employed,-849,
3032,Cash loans,Unaccompanied,Other,-2463,6.0
3033,Cash loans,Unaccompanied,Business Entity Type 3,-881,
3034,Cash loans,Unaccompanied,Business Entity Type 3,-2147,
3035,Revolving loans,Unaccompanied,Business Entity Type 2,-743,
3036,Cash loans,Unaccompanied,XNA,365243,15.0
3037,Cash loans,Unaccompanied,Transport: type 4,-3985,9.0
3038,Cash loans,Family,Business Entity Type 1,-4486,
3039,Cash loans,Unaccompanied,Trade: type 7,-2769,12.0
3040,Cash loans,Unaccompanied,Business Entity Type 3,-240,7.0
3041,Cash loans,Family,Business Entity Type 3,-1055,
3042,Cash loans,Unaccompanied,XNA,365243,14.0
3043,Cash loans,Unaccompanied,Self-employed,-2182,
3044,Cash loans,Unaccompanied,Trade: type 7,-2659,12.0
3045,Cash loans,Unaccompanied,Industry: type 3,-1474,
3046,Cash loans,Family,Transport: type 2,-3282,23.0
3047,Cash loans,Unaccompanied,Other,-427,0.0
3048,Cash loans,Family,XNA,365243,
3049,Revolving loans,Unaccompanied,Self-employed,-2400,
3050,Cash loans,,Security Ministries,-2052,
3051,Revolving loans,Unaccompanied,Government,-3904,
3052,Cash loans,Unaccompanied,Self-employed,-225,
3053,Revolving loans,Unaccompanied,Business Entity Type 3,-133,
3054,Cash loans,Family,Business Entity Type 3,-1320,
3055,Cash loans,Unaccompanied,XNA,365243,
3056,Cash loans,Unaccompanied,Government,-607,
3057,Cash loans,Unaccompanied,XNA,365243,
3058,Cash loans,Unaccompanied,Government,-4144,8.0
3059,Cash loans,Unaccompanied,XNA,365243,
3060,Revolving loans,Family,Kindergarten,-2285,16.0
3061,Cash loans,Unaccompanied,Self-employed,-892,
3062,Cash loans,Unaccompanied,Business Entity Type 3,-883,
3063,Cash loans,Unaccompanied,Self-employed,-1650,
3064,Cash loans,Unaccompanied,Business Entity Type 3,-3172,
3065,Cash loans,Unaccompanied,Medicine,-1708,
3066,Revolving loans,Family,Business Entity Type 3,-1430,
3067,Cash loans,Unaccompanied,Military,-475,22.0
3068,Cash loans,Unaccompanied,Government,-203,65.0
3069,Cash loans,Unaccompanied,Business Entity Type 3,-2012,2.0
3070,Cash loans,Family,Industry: type 11,-5097,
3071,Cash loans,Unaccompanied,XNA,365243,
3072,Cash loans,Unaccompanied,Industry: type 9,-7173,
3073,Cash loans,Unaccompanied,Other,-2129,
3074,Cash loans,Unaccompanied,Other,-753,
3075,Cash loans,Family,XNA,365243,
3076,Cash loans,Unaccompanied,Self-employed,-282,7.0
3077,Cash loans,Unaccompanied,Business Entity Type 3,-2758,
3078,Cash loans,Unaccompanied,XNA,365243,
3079,Cash loans,Unaccompanied,Housing,-1065,
3080,Cash loans,Unaccompanied,Construction,-533,3.0
3081,Cash loans,Unaccompanied,XNA,365243,6.0
3082,Cash loans,Unaccompanied,Business Entity Type 3,-1471,15.0
3083,Cash loans,Unaccompanied,Government,-10453,
3084,Revolving loans,Family,Self-employed,-3924,2.0
3085,Revolving loans,Unaccompanied,Military,-2194,
3086,Cash loans,Unaccompanied,Business Entity Type 3,-2285,
3087,Cash loans,Unaccompanied,XNA,365243,4.0
3088,Revolving loans,Unaccompanied,Business Entity Type 3,-2377,11.0
3089,Cash loans,Unaccompanied,XNA,365243,
3090,Cash loans,Unaccompanied,Postal,-5853,
3091,Cash loans,Unaccompanied,Government,-3751,
3092,Cash loans,Unaccompanied,Medicine,-2081,
3093,Cash loans,Unaccompanied,Other,-7271,
3094,Cash loans,Other_B,Security Ministries,-1030,
3095,Cash loans,Unaccompanied,Self-employed,-2073,
3096,Cash loans,Unaccompanied,Business Entity Type 3,-2266,
3097,Cash loans,Unaccompanied,XNA,365243,7.0
3098,Cash loans,Unaccompanied,Industry: type 3,-1048,
3099,Cash loans,Unaccompanied,Business Entity Type 2,-1707,
3100,Cash loans,"Spouse, partner",XNA,365243,
3101,Cash loans,Family,XNA,365243,
3102,Cash loans,"Spouse, partner",Medicine,-5148,0.0
3103,Cash loans,Unaccompanied,XNA,365243,
3104,Cash loans,Unaccompanied,XNA,365243,
3105,Revolving loans,Unaccompanied,XNA,365243,
3106,Cash loans,Unaccompanied,Agriculture,-1480,
3107,Cash loans,Unaccompanied,Business Entity Type 2,-3702,
3108,Cash loans,Unaccompanied,Transport: type 2,-8314,
3109,Cash loans,Unaccompanied,Self-employed,-3391,
3110,Cash loans,Unaccompanied,Business Entity Type 3,-344,
3111,Cash loans,Unaccompanied,Business Entity Type 3,-8112,3.0
3112,Cash loans,Children,XNA,365243,
3113,Cash loans,Unaccompanied,XNA,365243,
3114,Revolving loans,Family,Trade: type 7,-2651,
3115,Cash loans,Unaccompanied,Business Entity Type 3,-850,
3116,Cash loans,Unaccompanied,Self-employed,-1669,17.0
3117,Cash loans,Unaccompanied,Self-employed,-384,6.0
3118,Cash loans,Unaccompanied,XNA,365243,
3119,Cash loans,Unaccompanied,Trade: type 7,-3911,9.0
3120,Cash loans,Unaccompanied,XNA,365243,
3121,Cash loans,Unaccompanied,Business Entity Type 3,-914,
3122,Cash loans,Family,Postal,-453,
3123,Revolving loans,Unaccompanied,Self-employed,-2448,
3124,Cash loans,Unaccompanied,Other,-2351,
3125,Cash loans,Unaccompanied,XNA,365243,
3126,Cash loans,Family,Business Entity Type 3,-10355,1.0
3127,Cash loans,Unaccompanied,XNA,365243,1.0
3128,Cash loans,Unaccompanied,Self-employed,-754,
3129,Cash loans,Unaccompanied,Business Entity Type 3,-1159,
3130,Cash loans,Unaccompanied,Trade: type 7,-187,1.0
3131,Cash loans,Unaccompanied,Business Entity Type 3,-1745,
3132,Cash loans,Unaccompanied,Self-employed,-3841,
3133,Cash loans,Other_B,Self-employed,-2172,
3134,Cash loans,Unaccompanied,Business Entity Type 3,-154,
3135,Cash loans,Unaccompanied,Business Entity Type 3,-527,24.0
3136,Cash loans,Unaccompanied,Business Entity Type 3,-213,1.0
3137,Cash loans,Unaccompanied,Military,-4710,
3138,Cash loans,Family,XNA,365243,
3139,Cash loans,"Spouse, partner",XNA,365243,
3140,Cash loans,Unaccompanied,Business Entity Type 3,-1774,
3141,Cash loans,Unaccompanied,Medicine,-376,
3142,Revolving loans,Unaccompanied,XNA,365243,65.0
3143,Cash loans,Unaccompanied,Government,-2092,
3144,Revolving loans,Unaccompanied,Self-employed,-2250,
3145,Cash loans,Unaccompanied,Self-employed,-321,
3146,Cash loans,Unaccompanied,XNA,365243,
3147,Cash loans,Unaccompanied,Business Entity Type 3,-523,8.0
3148,Cash loans,Unaccompanied,Self-employed,-7427,
3149,Cash loans,Unaccompanied,Self-employed,-5212,
3150,Cash loans,Unaccompanied,Self-employed,-2880,
3151,Revolving loans,Unaccompanied,Construction,-3065,
3152,Cash loans,Unaccompanied,Business Entity Type 3,-812,
3153,Cash loans,Unaccompanied,Industry: type 12,-3143,
3154,Cash loans,Family,XNA,365243,
3155,Cash loans,Unaccompanied,XNA,365243,
3156,Cash loans,Unaccompanied,Construction,-104,
3157,Cash loans,Unaccompanied,Industry: type 3,-3009,
3158,Cash loans,Unaccompanied,Self-employed,-3763,12.0
3159,Cash loans,Unaccompanied,Business Entity Type 3,-1328,9.0
3160,Cash loans,Family,XNA,365243,
3161,Cash loans,Unaccompanied,Other,-715,
3162,Cash loans,Unaccompanied,Self-employed,-635,9.0
3163,Cash loans,"Spouse, partner",Transport: type 4,-417,1.0
3164,Cash loans,"Spouse, partner",Business Entity Type 3,-1380,
3165,Cash loans,Unaccompanied,XNA,365243,
3166,Cash loans,Unaccompanied,XNA,365243,
3167,Cash loans,Unaccompanied,Business Entity Type 3,-1423,1.0
3168,Revolving loans,Unaccompanied,Military,-1945,16.0
3169,Cash loans,Unaccompanied,Government,-1938,
3170,Cash loans,Unaccompanied,XNA,365243,
3171,Revolving loans,Family,Business Entity Type 3,-1471,
3172,Cash loans,Children,Other,-5476,
3173,Cash loans,Unaccompanied,XNA,365243,
3174,Cash loans,Unaccompanied,Government,-2387,11.0
3175,Cash loans,Unaccompanied,Trade: type 7,-3016,9.0
3176,Cash loans,Unaccompanied,Business Entity Type 2,-2105,
3177,Cash loans,Unaccompanied,Self-employed,-1358,
3178,Cash loans,Unaccompanied,Other,-8097,
3179,Cash loans,Unaccompanied,Electricity,-1364,12.0
3180,Cash loans,Unaccompanied,Transport: type 3,-1965,65.0
3181,Cash loans,Unaccompanied,Advertising,-2590,
3182,Cash loans,Unaccompanied,Kindergarten,-6664,
3183,Cash loans,Family,Business Entity Type 2,-3492,
3184,Cash loans,Unaccompanied,Industry: type 9,-729,
3185,Cash loans,Unaccompanied,XNA,365243,
3186,Cash loans,Unaccompanied,Business Entity Type 3,-1845,
3187,Cash loans,Unaccompanied,Government,-3703,3.0
3188,Cash loans,"Spouse, partner",XNA,365243,10.0
3189,Cash loans,Unaccompanied,Construction,-1412,
3190,Cash loans,Unaccompanied,Business Entity Type 3,-237,
3191,Cash loans,Unaccompanied,Construction,-1699,6.0
3192,Cash loans,Unaccompanied,School,-7619,
3193,Cash loans,Unaccompanied,Business Entity Type 3,-187,12.0
3194,Cash loans,Unaccompanied,Kindergarten,-201,
3195,Cash loans,Unaccompanied,Business Entity Type 2,-1313,11.0
3196,Cash loans,Unaccompanied,Industry: type 11,-1188,
3197,Cash loans,Unaccompanied,Business Entity Type 3,-169,
3198,Cash loans,Unaccompanied,Business Entity Type 3,-534,6.0
3199,Revolving loans,Unaccompanied,Business Entity Type 3,-226,
3200,Revolving loans,Unaccompanied,Security,-3068,
3201,Cash loans,Unaccompanied,XNA,365243,
3202,Cash loans,Unaccompanied,Restaurant,-1676,
3203,Cash loans,Family,XNA,365243,
3204,Cash loans,Unaccompanied,Other,-2626,10.0
3205,Cash loans,Unaccompanied,Police,-4131,7.0
3206,Revolving loans,Family,Business Entity Type 3,-835,
3207,Revolving loans,Unaccompanied,Self-employed,-3086,15.0
3208,Cash loans,Unaccompanied,Medicine,-175,
3209,Cash loans,"Spouse, partner",Self-employed,-4215,1.0
3210,Cash loans,Unaccompanied,Self-employed,-2881,21.0
3211,Revolving loans,Unaccompanied,Self-employed,-2678,
3212,Cash loans,Unaccompanied,XNA,365243,
3213,Cash loans,Unaccompanied,Construction,-440,3.0
3214,Cash loans,Unaccompanied,Housing,-3028,7.0
3215,Cash loans,Unaccompanied,School,-10211,3.0
3216,Cash loans,Family,XNA,365243,
3217,Cash loans,Unaccompanied,Cleaning,-237,
3218,Cash loans,Unaccompanied,Other,-5879,
3219,Cash loans,Family,Industry: type 9,-1276,25.0
3220,Cash loans,Unaccompanied,Self-employed,-452,
3221,Cash loans,Unaccompanied,Other,-1641,29.0
3222,Revolving loans,Unaccompanied,Security,-502,
3223,Cash loans,Unaccompanied,Kindergarten,-1819,20.0
3224,Revolving loans,Unaccompanied,Industry: type 9,-3622,5.0
3225,Cash loans,Unaccompanied,Other,-2893,
3226,Revolving loans,Unaccompanied,Insurance,-1154,
3227,Cash loans,Unaccompanied,Transport: type 2,-8372,
3228,Cash loans,"Spouse, partner",Construction,-953,3.0
3229,Cash loans,Unaccompanied,School,-347,2.0
3230,Cash loans,Unaccompanied,Security,-491,
3231,Cash loans,Unaccompanied,Business Entity Type 3,-1994,9.0
3232,Cash loans,Unaccompanied,Other,-2816,
3233,Cash loans,Unaccompanied,Legal Services,-2636,
3234,Cash loans,Unaccompanied,Business Entity Type 2,-2133,
3235,Cash loans,Family,Government,-1668,
3236,Cash loans,Unaccompanied,Transport: type 4,-1388,
3237,Cash loans,Unaccompanied,Trade: type 7,-1791,
3238,Cash loans,Unaccompanied,XNA,365243,1.0
3239,Revolving loans,Unaccompanied,Trade: type 3,-433,
3240,Cash loans,Unaccompanied,Business Entity Type 3,-704,3.0
3241,Cash loans,Unaccompanied,Business Entity Type 3,-1735,
3242,Cash loans,Unaccompanied,XNA,365243,
3243,Cash loans,Family,School,-9994,
3244,Revolving loans,Unaccompanied,Business Entity Type 3,-1176,14.0
3245,Cash loans,Unaccompanied,Electricity,-786,13.0
3246,Cash loans,Unaccompanied,Business Entity Type 3,-3260,
3247,Cash loans,Unaccompanied,Self-employed,-460,
3248,Cash loans,Unaccompanied,Trade: type 7,-193,
3249,Revolving loans,Unaccompanied,Medicine,-2599,
3250,Cash loans,"Spouse, partner",XNA,365243,21.0
3251,Cash loans,"Spouse, partner",Government,-10079,
3252,Cash loans,Family,Business Entity Type 3,-4813,
3253,Cash loans,Unaccompanied,XNA,365243,1.0
3254,Cash loans,Unaccompanied,Other,-587,
3255,Cash loans,Family,Transport: type 3,-1938,35.0
3256,Cash loans,"Spouse, partner",Government,-116,1.0
3257,Cash loans,Unaccompanied,Business Entity Type 3,-2955,
3258,Cash loans,Unaccompanied,Business Entity Type 3,-1769,
3259,Cash loans,Family,XNA,365243,
3260,Cash loans,Family,Business Entity Type 3,-2975,
3261,Cash loans,Unaccompanied,Medicine,-4781,18.0
3262,Cash loans,Unaccompanied,Self-employed,-5554,2.0
3263,Cash loans,Unaccompanied,Business Entity Type 2,-491,
3264,Cash loans,Family,Business Entity Type 3,-651,
3265,Cash loans,Unaccompanied,XNA,365243,
3266,Revolving loans,Unaccompanied,Other,-2609,
3267,Cash loans,Unaccompanied,Self-employed,-1293,27.0
3268,Cash loans,Unaccompanied,XNA,365243,
3269,Revolving loans,Unaccompanied,Other,-3444,
3270,Cash loans,Unaccompanied,Medicine,-1367,21.0
3271,Cash loans,Family,School,-3007,
3272,Cash loans,Unaccompanied,Business Entity Type 3,-508,
3273,Cash loans,Unaccompanied,Medicine,-4740,
3274,Cash loans,Family,Services,-668,
3275,Cash loans,Family,Kindergarten,-856,
3276,Cash loans,Unaccompanied,Business Entity Type 3,-6894,
3277,Cash loans,Unaccompanied,XNA,365243,
3278,Cash loans,Family,XNA,365243,
3279,Cash loans,Family,XNA,365243,
3280,Cash loans,Unaccompanied,Business Entity Type 3,-3367,
3281,Cash loans,Unaccompanied,Industry: type 3,-565,
3282,Cash loans,Unaccompanied,Self-employed,-320,
3283,Cash loans,Unaccompanied,Industry: type 4,-901,
3284,Cash loans,Unaccompanied,XNA,365243,
3285,Cash loans,Unaccompanied,School,-1344,
3286,Cash loans,Family,Business Entity Type 3,-1040,
3287,Cash loans,Unaccompanied,Business Entity Type 3,-1498,3.0
3288,Cash loans,Unaccompanied,Other,-1943,
3289,Revolving loans,Unaccompanied,Business Entity Type 3,-7400,
3290,Cash loans,Family,XNA,365243,
3291,Cash loans,Unaccompanied,Construction,-4439,7.0
3292,Cash loans,Family,Postal,-487,12.0
3293,Cash loans,Unaccompanied,Government,-1502,
3294,Cash loans,Unaccompanied,Bank,-2823,
3295,Revolving loans,Unaccompanied,Government,-5900,
3296,Cash loans,Unaccompanied,Industry: type 3,-264,64.0
3297,Cash loans,Unaccompanied,XNA,365243,
3298,Cash loans,Unaccompanied,Self-employed,-221,
3299,Cash loans,Unaccompanied,Business Entity Type 2,-1800,5.0
3300,Cash loans,Family,Business Entity Type 3,-2066,8.0
3301,Cash loans,Unaccompanied,Industry: type 11,-3723,
3302,Cash loans,Unaccompanied,Services,-1021,
3303,Cash loans,Other_B,Business Entity Type 2,-1410,
3304,Cash loans,Unaccompanied,Self-employed,-3846,4.0
3305,Cash loans,Unaccompanied,Services,-1360,3.0
3306,Cash loans,Unaccompanied,Government,-3277,
3307,Cash loans,Unaccompanied,Self-employed,-5467,14.0
3308,Cash loans,Unaccompanied,Construction,-3125,5.0
3309,Cash loans,Unaccompanied,XNA,365243,
3310,Cash loans,Family,XNA,365243,
3311,Cash loans,Family,Industry: type 9,-2461,3.0
3312,Cash loans,Unaccompanied,Self-employed,-726,4.0
3313,Cash loans,Family,Transport: type 3,-3106,16.0
3314,Cash loans,Unaccompanied,Trade: type 3,-5810,
3315,Cash loans,Unaccompanied,Business Entity Type 3,-270,6.0
3316,Cash loans,Unaccompanied,Business Entity Type 3,-1100,
3317,Cash loans,Unaccompanied,Construction,-834,
3318,Cash loans,Unaccompanied,Business Entity Type 3,-148,
3319,Cash loans,Unaccompanied,Medicine,-6317,
3320,Cash loans,Family,Self-employed,-1569,
3321,Cash loans,Unaccompanied,Government,-2080,
3322,Cash loans,Unaccompanied,Business Entity Type 3,-158,7.0
3323,Revolving loans,Family,Other,-3993,
3324,Cash loans,Unaccompanied,Mobile,-3472,
3325,Revolving loans,Unaccompanied,Self-employed,-2475,
3326,Cash loans,Family,Industry: type 1,-6064,
3327,Cash loans,Family,XNA,365243,
3328,Cash loans,Unaccompanied,Self-employed,-659,
3329,Cash loans,Unaccompanied,Business Entity Type 2,-91,
3330,Cash loans,Unaccompanied,Construction,-803,1.0
3331,Cash loans,Unaccompanied,Government,-182,
3332,Cash loans,Unaccompanied,XNA,365243,
3333,Cash loans,Unaccompanied,Self-employed,-1602,
3334,Cash loans,Unaccompanied,Other,-5212,
3335,Cash loans,Unaccompanied,Kindergarten,-798,
3336,Cash loans,Family,Medicine,-154,
3337,Cash loans,Unaccompanied,Business Entity Type 3,-1404,6.0
3338,Cash loans,Unaccompanied,Other,-597,1.0
3339,Cash loans,Unaccompanied,Business Entity Type 3,-185,
